customer_id,fashion_news,club_member,age
10943,0,0,26
10944,1,1,52
10945,1,1,52
10946,1,1,52
10947,0,0,49
10948,1,1,25
10949,1,1,60
10950,1,1,43
10951,1,1,54
10952,1,1,28
10953,0,0,29
10954,1,1,50
10955,1,1,21
10956,0,0,26
10957,1,1,58
10958,1,1,23
10959,1,1,54
10960,1,1,21
10961,0,0,33
10962,0,0,29
10963,0,0,31
10964,1,1,31
10965,0,0,52
10966,1,1,28
10967,1,1,27
10968,1,1,51
10969,1,1,24
10970,0,0,29
10971,1,1,26
10972,0,0,25
10973,0,0,28
10974,1,1,23
10975,0,0,24
10976,0,0,24
10977,1,1,36
10978,0,0,26
10979,1,1,27
10980,0,0,30
10981,0,0,38
10982,0,0,21
10983,0,0,49
10984,0,0,49
10985,1,1,55
10986,1,1,21
10987,1,1,46
10988,1,1,21
10989,0,0,30
10990,1,1,44
10991,0,0,51
10992,0,0,52
10993,1,1,56
10994,0,0,32
10995,1,1,56
10996,1,1,49
10997,1,1,31
10998,0,0,26
10999,1,1,33
11000,0,0,22
11001,0,0,52
11002,1,1,46
11003,0,0,41
11004,1,1,61
11005,0,0,33
11006,0,0,25
11007,0,0,25
11008,0,0,55
11009,1,1,44
11010,0,0,46
11011,0,0,26
11012,1,1,37
11013,0,0,51
11014,1,1,61
11015,1,1,30
11016,0,0,22
11017,1,1,52
11018,0,0,38
11019,1,1,27
11020,1,1,34
11021,0,0,25
11022,0,0,24
11023,1,1,63
11024,1,1,49
11025,0,0,32
11026,1,1,23
11027,0,0,24
11028,0,0,31
11029,1,1,50
11030,1,1,48
11031,1,1,20
11032,1,1,44
11033,1,1,54
11034,1,0,21
11035,0,0,25
11036,1,1,30
11037,1,1,24
11038,1,1,39
11039,1,1,22
11040,1,1,51
11041,0,0,24
11042,1,1,41
11043,1,1,28
11044,0,0,50
11045,1,1,36
11046,1,1,24
11047,1,1,41
11048,1,1,58
11049,0,0,30
11050,0,0,23
11051,1,1,20
11052,1,1,54
11053,0,0,26
11054,0,0,52
11055,0,0,19
11056,0,0,35
11057,0,0,38
11058,0,0,20
11059,0,0,23
11060,0,0,57
11061,0,0,23
11062,0,0,55
11063,0,0,41
11064,1,1,27
11065,1,1,22
11066,0,0,32
11067,0,0,65
11068,0,0,25
11069,1,1,33
11070,0,0,25
11071,0,0,56
11072,0,0,40
11073,0,0,26
11074,1,1,36
11075,1,1,51
11076,0,0,23
11077,0,0,29
11078,1,1,20
11079,1,1,34
11080,0,0,23
11081,1,1,33
11082,1,1,22
11083,1,1,21
11084,1,1,24
11085,1,1,23
11086,0,0,29
11087,0,0,49
11088,0,0,48
11089,0,0,33
11090,0,0,61
11091,0,0,31
11092,0,0,34
11093,1,1,20
11094,0,0,31
11095,0,0,30
11096,1,1,26
11097,1,1,23
11098,1,1,28
11099,1,1,38
11100,0,0,49
11101,1,1,54
11102,0,0,43
11103,1,1,55
11104,0,0,27
11105,1,1,28
11106,0,0,27
11107,1,1,51
11108,0,0,25
11109,0,0,29
11110,0,0,35
11111,0,0,33
11112,1,1,48
11113,0,0,25
11114,1,1,49
11115,0,0,59
11116,0,0,27
11117,1,1,23
11118,0,0,51
11119,1,1,24
11120,1,1,28
11121,1,1,39
11122,0,0,29
11123,1,1,44
11124,1,1,23
11125,0,0,25
11126,1,1,25
11127,0,0,31
11128,0,0,38
11129,1,1,45
11130,1,1,34
11131,0,0,23
11132,0,0,46
11133,1,0,22
11134,0,0,21
11135,1,1,30
11136,0,0,32
11137,0,0,28
11138,0,0,30
11139,1,1,47
11140,0,0,28
11141,0,0,48
11142,1,1,29
11143,1,1,28
11144,0,0,57
11145,0,0,23
11146,0,0,23
11147,0,0,28
11148,1,1,23
11149,1,1,26
11150,1,1,26
11151,1,1,29
11152,0,0,24
11153,1,1,54
11154,1,1,34
11155,0,0,25
11156,0,0,20
11157,1,1,27
11158,1,1,53
11159,1,1,29
11160,0,0,24
11161,0,0,28
11162,0,0,34
11163,0,0,29
11164,0,0,30
11165,1,1,61
11166,0,0,50
11167,0,0,28
11168,0,0,38
11169,1,1,26
11170,1,1,39
11171,0,0,27
11172,1,1,33
11173,1,1,28
11174,0,0,26
11175,1,1,20
11176,0,0,23
11177,0,0,24
11178,1,1,26
11179,0,0,60
11180,1,1,63
11181,0,0,21
11182,0,0,36
11183,1,1,53
11184,1,1,31
11185,0,0,24
11186,0,0,29
11187,0,0,43
11188,0,0,31
11189,1,1,46
11190,1,1,51
11191,0,0,37
11192,0,0,22
11193,0,0,27
11194,1,1,52
11195,1,1,31
11196,1,1,28
11197,1,1,28
11198,1,1,20
11199,0,0,27
11200,0,0,25
11201,0,0,21
11202,1,1,32
11203,1,1,21
11204,0,0,35
11205,1,1,27
11206,0,0,24
11207,1,1,27
11208,0,0,29
11209,1,1,41
11210,1,1,23
11211,0,0,50
11212,1,1,19
11213,1,1,25
11214,0,0,51
11215,0,0,30
11216,0,0,20
11217,1,1,54
11218,1,1,21
11219,1,1,44
11220,1,1,55
11221,1,1,54
11222,1,1,23
11223,0,0,24
11224,0,0,33
11225,0,0,28
11226,0,0,23
11227,0,0,29
11228,0,0,50
11229,1,1,49
11230,1,1,21
11231,0,0,32
11232,0,0,51
11233,0,0,26
11234,0,0,31
11235,0,0,23
11236,1,1,25
11237,1,1,55
11238,1,1,48
11239,1,1,55
11240,1,1,45
11241,0,0,20
11242,0,0,41
11243,0,0,57
11244,1,1,22
11245,0,0,52
11246,0,0,25
11247,0,0,37
11248,1,1,26
11249,0,0,43
11250,1,1,36
11251,1,1,23
11252,1,1,18
11253,0,0,46
11254,0,0,35
11255,0,0,20
11256,0,0,24
11257,1,1,64
11258,1,1,48
11259,0,0,23
11260,0,0,30
11261,1,1,23
11262,0,0,52
11263,1,1,49
11264,0,0,54
11265,0,0,54
11266,0,0,53
11267,0,0,17
11268,0,0,29
11269,0,0,35
11270,0,0,49
11271,1,1,29
11272,0,0,28
11273,1,1,51
11274,0,0,31
11275,0,0,47
11276,0,0,31
11277,0,0,25
11278,0,0,39
11279,0,0,35
11280,0,0,38
11281,1,1,30
11282,0,0,55
11283,0,0,19
11284,0,0,22
11285,1,1,20
11286,0,0,32
11287,0,0,47
11288,1,1,26
11289,0,0,31
11290,1,1,28
11291,0,0,26
11292,0,0,32
11293,1,1,56
11294,1,1,23
11295,0,0,29
11296,0,0,44
11297,0,0,28
11298,0,0,50
11299,1,1,28
11300,0,0,27
11301,0,0,31
11302,1,1,27
11303,0,0,30
11304,0,0,31
11305,0,0,25
11306,0,0,30
11307,1,1,22
11308,0,0,23
11309,0,0,27
11310,0,0,30
11311,0,0,21
11312,0,0,51
11313,1,1,25
11314,0,0,20
11315,1,1,33
11316,1,1,19
11317,1,1,43
11318,0,0,29
11319,0,0,40
11320,0,0,19
11321,0,0,36
11322,0,0,22
11323,1,1,21
11324,0,0,29
11325,1,1,54
11326,1,1,28
11327,0,0,53
11328,0,0,54
11329,1,1,31
11330,0,0,32
11331,1,1,19
11332,1,1,24
11333,0,0,20
11334,1,1,34
11335,1,1,33
11336,1,1,19
11337,1,1,48
11338,0,0,23
11339,0,0,23
11340,1,1,53
11341,1,1,49
11342,1,1,21
11343,0,0,27
11344,0,0,27
11345,0,0,41
11346,1,1,24
11347,0,0,21
11348,0,0,26
11349,0,0,55
11350,0,0,25
11351,1,1,50
11352,1,0,28
11353,0,0,26
11354,0,0,63
11355,1,1,57
11356,1,1,53
11357,0,0,24
11358,0,0,43
11359,0,0,29
11360,0,0,33
11361,1,1,19
11362,1,1,45
11363,0,0,49
11364,0,0,25
11365,1,1,24
11366,1,1,53
11367,0,0,24
11368,0,0,44
11369,0,0,31
11370,1,1,25
11371,1,1,24
11372,0,0,49
11373,1,1,38
11374,0,0,25
11375,0,0,29
11376,1,1,50
11377,0,0,36
11378,0,0,31
11379,1,1,47
11380,0,0,29
11381,1,1,23
11382,0,0,24
11383,1,1,36
11384,1,1,52
11385,0,0,24
11386,0,0,40
11387,0,0,52
11388,0,0,31
11389,1,1,30
11390,1,1,26
11391,0,0,21
11392,0,0,24
11393,1,1,61
11394,0,0,52
11395,0,0,54
11396,1,1,50
11397,1,1,26
11398,1,1,49
11399,1,1,26
11400,0,0,54
11401,0,0,57
11402,1,1,53
11403,1,1,30
11404,0,0,34
11405,0,0,20
11406,0,0,24
11407,1,1,34
11408,1,1,50
11409,1,1,29
11410,0,0,29
11411,0,0,21
11412,1,1,50
11413,0,0,26
11414,0,0,19
11415,0,0,30
11416,1,1,30
11417,0,0,22
11418,1,1,30
11419,0,0,44
11420,1,1,39
11421,1,1,44
11422,0,0,22
11423,0,0,26
11424,1,1,54
11425,0,0,36
11426,1,1,56
11427,1,1,39
11428,0,0,23
11429,0,0,31
11430,0,0,26
11431,0,0,59
11432,1,1,22
11433,0,0,49
11434,0,0,23
11435,1,1,28
11436,0,0,33
11437,1,1,57
11438,1,1,45
11439,1,1,27
11440,1,1,29
11441,1,1,23
11442,0,0,58
11443,0,0,25
11444,1,1,55
11445,0,0,53
11446,0,0,31
11447,1,1,50
11448,0,0,26
11449,0,0,27
11450,0,0,23
11451,0,0,53
11452,0,0,44
11453,1,1,19
11454,0,0,51
11455,1,1,25
11456,1,1,33
11457,0,0,49
11458,1,1,32
11459,1,1,26
11460,0,0,32
11461,1,1,24
11462,0,0,39
11463,0,0,33
11464,0,0,24
11465,0,0,23
11466,0,0,26
11467,0,0,67
11468,0,0,57
11469,0,0,40
11470,1,1,62
11471,0,0,54
11472,0,0,22
11473,1,1,21
11474,1,1,30
11475,1,1,22
11476,0,0,60
11477,1,1,21
11478,0,0,26
11479,0,0,28
11480,1,1,28
11481,1,1,59
11482,0,0,41
11483,1,1,34
11484,0,0,31
11485,1,1,25
11486,1,1,26
11487,1,1,23
11488,0,0,49
11489,0,0,46
11490,0,0,24
11491,1,1,51
11492,1,1,53
11493,0,0,27
11494,1,1,55
11495,0,0,25
11496,0,0,56
11497,0,0,58
11498,0,0,50
11499,0,0,32
11500,1,1,53
11501,0,0,27
11502,0,0,24
11503,0,0,31
11504,1,1,37
11505,0,0,24
11506,0,0,28
11507,0,0,28
11508,0,0,48
11509,0,0,22
11510,0,0,28
11511,1,1,51
11512,0,0,27
11513,1,1,29
11514,0,0,22
11515,0,0,24
11516,0,0,33
11517,0,0,24
11518,1,1,24
11519,1,1,31
11520,0,0,20
11521,1,1,59
11522,0,0,53
11523,1,1,60
11524,0,0,22
11525,0,0,29
11526,1,1,26
11527,0,0,32
11528,1,1,28
11529,1,1,39
11530,1,1,26
11531,1,1,23
11532,1,1,40
11533,0,0,53
11534,0,0,23
11535,1,1,44
11536,0,0,51
11537,1,1,51
11538,0,0,22
11539,0,0,42
11540,0,0,27
11541,0,0,26
11542,0,0,32
11543,0,0,19
11544,0,0,19
11545,0,0,29
11546,0,0,31
11547,0,0,25
11548,0,0,27
11549,0,0,25
11550,0,0,22
11551,1,1,30
11552,0,0,41
11553,1,1,58
11554,0,0,42
11555,0,0,29
11556,1,1,53
11557,1,1,24
11558,0,0,27
11559,1,1,22
11560,1,1,33
11561,0,0,45
11562,1,1,27
11563,1,1,59
11564,0,0,21
11565,0,0,56
11566,0,0,24
11567,0,0,53
11568,0,0,44
11569,0,0,51
11570,1,1,28
11571,0,0,61
11572,0,0,33
11573,1,1,34
11574,0,0,24
11575,1,1,22
11576,0,0,33
11577,0,0,30
11578,1,1,39
11579,0,0,27
11580,1,1,30
11581,1,1,49
11582,0,0,26
11583,0,0,56
11584,0,0,38
11585,0,0,29
11586,1,1,63
11587,0,0,47
11588,1,1,23
11589,0,0,40
11590,0,0,27
11591,0,0,56
11592,1,1,23
11593,1,1,40
11594,1,1,23
11595,0,0,27
11596,0,0,42
11597,1,1,19
11598,0,0,28
11599,0,0,28
11600,1,1,25
11601,0,0,28
11602,1,1,35
11603,1,1,20
11604,1,1,44
11605,1,1,58
11606,0,0,27
11607,0,0,40
11608,1,1,31
11609,1,1,26
11610,1,1,27
11611,0,0,25
11612,0,0,66
11613,0,0,45
11614,0,0,35
11615,1,1,24
11616,1,1,28
11617,0,0,26
11618,0,0,34
11619,1,1,50
11620,1,1,20
11621,0,0,29
11622,0,0,45
11623,1,1,17
11624,0,0,30
11625,1,1,22
11626,0,0,54
11627,0,0,32
11628,1,1,26
11629,0,0,24
11630,1,1,48
11631,1,1,24
11632,0,0,41
11633,0,0,43
11634,0,0,47
11635,1,1,22
11636,0,0,26
11637,1,1,33
11638,0,0,48
11639,0,0,56
11640,0,0,30
11641,0,0,26
11642,1,1,31
11643,0,0,26
11644,0,0,23
11645,0,0,17
11646,0,0,23
11647,0,0,48
11648,0,0,22
11649,1,1,40
11650,1,1,51
11651,1,0,19
11652,0,0,32
11653,1,1,24
11654,1,1,23
11655,1,1,29
11656,1,1,36
11657,1,1,20
11658,0,0,26
11659,0,0,65
11660,1,1,28
11661,0,0,28
11662,0,0,20
11663,1,1,26
11664,0,0,50
11665,0,0,18
11666,0,0,55
11667,0,0,21
11668,1,1,41
11669,1,1,29
11670,0,0,24
11671,0,0,33
11672,1,1,46
11673,0,0,29
11674,0,0,30
11675,0,0,40
11676,0,0,40
11677,1,1,24
11678,0,0,42
11679,1,1,53
11680,0,0,27
11681,0,0,48
11682,0,0,44
11683,0,0,35
11684,1,1,24
11685,0,0,31
11686,0,0,32
11687,0,0,41
11688,0,0,23
11689,0,0,21
11690,1,1,21
11691,0,0,29
11692,1,1,22
11693,0,0,62
11694,0,0,31
11695,1,1,46
11696,0,0,23
11697,0,0,23
11698,0,0,31
11699,1,1,29
11700,1,1,49
11701,1,1,63
11702,1,1,38
11703,1,1,27
11704,0,0,32
11705,0,0,47
11706,0,0,46
11707,1,1,22
11708,0,0,19
11709,1,1,49
11710,1,1,51
11711,0,0,56
11712,1,1,43
11713,1,1,28
11714,0,0,26
11715,1,1,31
11716,1,1,54
11717,1,1,56
11718,0,0,33
11719,0,0,25
11720,1,1,28
11721,1,1,51
11722,0,0,21
11723,0,0,44
11724,0,0,48
11725,1,1,59
11726,0,0,50
11727,1,1,30
11728,1,1,76
11729,0,0,23
11730,1,1,58
11731,0,0,54
11732,0,0,39
11733,0,0,40
11734,1,1,53
11735,0,0,40
11736,1,1,35
11737,0,0,19
11738,0,0,55
11739,0,0,22
11740,1,1,22
11741,0,0,42
11742,1,1,26
11743,0,0,28
11744,0,0,42
11745,0,0,29
11746,1,1,22
11747,0,0,35
11748,0,0,46
11749,1,1,23
11750,1,1,56
11751,0,0,26
11752,1,1,
11753,1,1,53
11754,0,0,46
11755,1,1,22
11756,1,1,36
11757,1,1,50
11758,1,1,20
11759,1,1,57
11760,1,1,25
11761,1,1,38
11762,0,0,30
11763,0,0,45
11764,1,1,32
11765,1,1,36
11766,1,1,48
11767,1,1,29
11768,0,0,63
11769,1,1,30
11770,0,0,33
11771,0,0,47
11772,1,1,18
11773,0,0,57
11774,0,0,41
11775,0,0,48
11776,0,0,51
11777,1,1,61
11778,1,1,29
11779,1,1,25
11780,0,0,48
11781,0,0,22
11782,1,1,42
11783,0,0,19
11784,0,0,21
11785,0,0,35
11786,0,0,23
11787,0,0,27
11788,0,0,41
11789,0,0,25
11790,1,1,23
11791,1,1,40
11792,0,0,25
11793,1,1,27
11794,0,0,54
11795,1,1,53
11796,0,0,27
11797,0,0,25
11798,1,1,21
11799,0,0,45
11800,1,0,27
11801,0,0,34
11802,1,1,32
11803,0,0,54
11804,0,0,53
11805,0,0,50
11806,0,0,22
11807,1,1,47
11808,1,1,45
11809,1,1,54
11810,1,1,54
11811,1,1,59
11812,0,0,32
11813,0,0,38
11814,0,0,33
11815,1,1,50
11816,1,1,59
11817,0,0,44
11818,0,0,29
11819,0,0,54
11820,0,0,31
11821,1,1,54
11822,0,0,27
11823,1,1,49
11824,1,1,22
11825,0,0,36
11826,0,0,31
11827,1,1,20
11828,0,0,49
11829,1,1,18
11830,0,0,62
11831,0,0,20
11832,0,0,23
11833,0,0,40
11834,0,0,66
11835,1,1,32
11836,1,1,48
11837,0,0,28
11838,1,1,23
11839,1,1,45
11840,1,1,54
11841,1,1,52
11842,1,1,20
11843,0,0,40
11844,0,0,27
11845,0,0,26
11846,0,0,29
11847,1,1,29
11848,0,0,36
11849,1,1,26
11850,0,0,24
11851,1,1,49
11852,0,0,23
11853,0,0,24
11854,1,1,24
11855,1,1,31
11856,0,0,59
11857,0,0,31
11858,0,0,34
11859,1,1,25
11860,1,1,41
11861,1,1,52
11862,1,1,21
11863,0,0,28
11864,0,0,24
11865,0,0,23
11866,0,0,23
11867,1,1,28
11868,0,0,30
11869,1,1,23
11870,0,0,22
11871,0,0,26
11872,0,0,50
11873,1,1,26
11874,0,0,28
11875,0,0,53
11876,0,0,48
11877,0,0,36
11878,1,1,19
11879,0,0,19
11880,0,0,27
11881,0,0,44
11882,1,1,28
11883,0,0,30
11884,1,1,34
11885,1,1,36
11886,1,1,30
11887,1,1,24
11888,0,0,41
11889,0,0,43
11890,1,1,38
11891,0,0,53
11892,1,1,43
11893,0,0,23
11894,0,0,23
11895,0,0,34
11896,0,0,20
11897,0,0,21
11898,0,0,37
11899,1,1,30
11900,1,1,48
11901,1,1,38
11902,0,0,23
11903,1,1,18
11904,0,0,34
11905,1,1,52
11906,0,0,28
11907,1,1,39
11908,1,1,31
11909,0,0,29
11910,0,0,28
11911,1,1,55
11912,0,0,68
11913,0,0,23
11914,0,0,25
11915,1,1,23
11916,1,1,46
11917,1,1,56
11918,0,0,35
11919,0,0,29
11920,1,1,25
11921,0,0,33
11922,1,1,33
11923,0,0,25
11924,1,1,40
11925,0,0,23
11926,1,1,31
11927,0,0,25
11928,1,1,21
11929,0,0,23
11930,1,1,25
11931,0,0,36
11932,1,1,46
11933,1,1,22
11934,0,0,27
11935,1,1,30
11936,1,1,19
11937,1,1,21
11938,0,0,49
11939,1,1,55
11940,0,0,45
11941,0,0,54
11942,0,0,25
11943,0,0,23
11944,1,1,55
11945,0,0,46
11946,0,0,55
11947,1,1,55
11948,0,0,44
11949,0,0,49
11950,0,0,27
11951,0,0,29
11952,0,0,27
11953,0,0,41
11954,1,1,62
11955,1,1,57
11956,0,0,40
11957,1,1,29
11958,0,0,25
11959,0,0,27
11960,0,0,36
11961,1,1,40
11962,0,0,26
11963,0,0,38
11964,1,1,26
11965,1,1,25
11966,1,1,25
11967,0,0,33
11968,1,1,24
11969,1,1,21
11970,1,1,31
11971,0,0,56
11972,0,0,38
11973,1,1,25
11974,0,0,47
11975,1,1,
11976,0,0,19
11977,0,0,23
11978,0,0,19
11979,1,1,22
11980,0,0,58
11981,0,0,21
11982,0,0,30
11983,0,0,47
11984,0,0,48
11985,1,1,25
11986,1,1,27
11987,0,0,48
11988,0,0,46
11989,0,0,29
11990,0,0,32
11991,0,0,19
11992,0,0,23
11993,1,1,27
11994,0,0,31
11995,0,0,30
11996,1,1,30
11997,0,0,27
11998,0,0,26
11999,0,0,21
12000,1,1,29
12001,0,0,58
12002,0,0,28
12003,0,0,54
12004,0,0,21
12005,0,0,38
12006,0,0,39
12007,0,0,28
12008,1,1,24
12009,0,0,47
12010,0,0,24
12011,0,0,34
12012,1,0,31
12013,0,0,22
12014,1,1,41
12015,1,1,
12016,0,0,34
12017,0,0,24
12018,0,0,49
12019,0,0,26
12020,1,1,31
12021,0,0,36
12022,0,0,26
12023,0,0,21
12024,1,1,21
12025,0,0,43
12026,0,0,26
12027,1,1,23
12028,1,1,27
12029,0,0,45
12030,1,1,35
12031,1,1,35
12032,1,1,35
12033,1,1,53
12034,1,1,50
12035,0,0,20
12036,0,0,24
12037,0,0,34
12038,0,0,25
12039,0,0,28
12040,1,1,48
12041,0,0,27
12042,0,0,33
12043,1,1,26
12044,1,1,20
12045,1,1,52
12046,0,0,45
12047,1,1,25
12048,1,1,60
12049,1,1,49
12050,1,1,55
12051,0,0,39
12052,0,0,22
12053,1,1,28
12054,1,1,28
12055,1,1,44
12056,0,0,21
12057,1,1,34
12058,1,1,24
12059,0,0,47
12060,0,0,29
12061,0,0,29
12062,0,0,43
12063,0,0,22
12064,1,1,74
12065,1,1,47
12066,0,0,20
12067,0,0,64
12068,1,1,23
12069,1,1,42
12070,1,1,26
12071,0,0,27
12072,1,1,52
12073,0,0,31
12074,0,0,25
12075,0,0,61
12076,0,0,32
12077,0,0,53
12078,0,0,27
12079,1,1,38
12080,0,0,37
12081,0,0,30
12082,0,0,33
12083,0,0,26
12084,0,0,25
12085,0,0,22
12086,1,1,38
12087,0,0,24
12088,1,1,24
12089,1,1,32
12090,0,0,30
12091,0,0,25
12092,1,1,24
12093,0,0,24
12094,0,0,31
12095,0,0,30
12096,0,0,24
12097,0,0,22
12098,0,0,39
12099,0,0,28
12100,0,0,27
12101,1,1,28
12102,1,1,24
12103,0,0,33
12104,0,0,22
12105,0,0,25
12106,1,1,27
12107,0,0,37
12108,1,1,29
12109,1,1,23
12110,1,1,70
12111,0,0,23
12112,0,0,22
12113,0,0,29
12114,0,0,40
12115,0,0,23
12116,1,1,40
12117,1,1,40
12118,1,1,56
12119,0,0,54
12120,0,0,29
12121,1,1,49
12122,0,0,28
12123,0,0,25
12124,1,1,31
12125,0,0,20
12126,1,1,22
12127,1,1,30
12128,1,1,30
12129,0,0,36
12130,0,0,34
12131,0,0,26
12132,0,0,28
12133,1,1,36
12134,1,1,53
12135,0,0,19
12136,0,0,24
12137,0,0,23
12138,1,1,27
12139,0,0,35
12140,0,0,32
12141,0,0,23
12142,1,1,28
12143,0,0,27
12144,0,0,53
12145,0,0,31
12146,0,0,28
12147,1,1,26
12148,0,0,58
12149,0,0,20
12150,1,1,31
12151,1,1,23
12152,1,1,52
12153,1,1,48
12154,0,0,20
12155,0,0,22
12156,0,0,67
12157,0,0,38
12158,1,1,52
12159,1,1,23
12160,0,0,52
12161,0,0,27
12162,0,0,28
12163,1,1,31
12164,0,0,49
12165,1,1,48
12166,0,0,30
12167,1,1,51
12168,1,1,25
12169,0,0,47
12170,1,1,39
12171,1,1,23
12172,0,0,39
12173,1,1,50
12174,1,1,26
12175,0,0,22
12176,1,1,52
12177,0,0,48
12178,0,0,60
12179,1,1,39
12180,1,1,37
12181,1,1,41
12182,1,1,21
12183,0,0,52
12184,0,0,46
12185,0,0,51
12186,0,0,30
12187,0,0,28
12188,1,1,76
12189,0,0,48
12190,0,0,53
12191,1,1,25
12192,0,0,27
12193,1,1,43
12194,1,1,46
12195,0,0,31
12196,1,1,33
12197,1,1,28
12198,0,0,29
12199,1,1,43
12200,0,0,39
12201,0,0,27
12202,0,0,25
12203,0,0,25
12204,1,1,22
12205,0,0,49
12206,0,0,30
12207,0,0,49
12208,0,0,31
12209,0,0,31
12210,1,1,28
12211,1,1,31
12212,0,0,51
12213,0,0,24
12214,1,1,29
12215,0,0,28
12216,0,0,27
12217,0,0,25
12218,0,0,30
12219,1,1,32
12220,0,0,27
12221,0,0,25
12222,1,1,25
12223,0,0,28
12224,1,1,38
12225,1,1,27
12226,1,1,26
12227,0,0,34
12228,0,0,36
12229,0,0,49
12230,1,1,30
12231,0,0,26
12232,1,1,53
12233,1,1,27
12234,1,1,53
12235,0,0,39
12236,0,0,33
12237,0,0,21
12238,1,1,52
12239,0,0,47
12240,1,1,20
12241,1,1,67
12242,1,1,33
12243,1,1,29
12244,0,0,28
12245,1,1,23
12246,1,1,46
12247,0,0,33
12248,0,0,23
12249,1,1,62
12250,0,0,27
12251,1,1,23
12252,1,1,23
12253,0,0,48
12254,0,0,26
12255,0,0,48
12256,1,1,58
12257,0,0,28
12258,0,0,33
12259,0,0,26
12260,0,0,34
12261,0,0,32
12262,0,0,42
12263,1,1,39
12264,1,0,18
12265,0,0,28
12266,0,0,41
12267,1,1,28
12268,1,1,35
12269,0,0,25
12270,0,0,25
12271,1,1,25
12272,0,0,26
12273,1,1,24
12274,0,0,27
12275,0,0,26
12276,1,1,49
12277,1,1,25
12278,0,0,44
12279,0,0,46
12280,1,0,23
12281,1,1,52
12282,0,0,44
12283,1,1,29
12284,1,1,20
12285,0,0,49
12286,0,0,29
12287,1,1,31
12288,0,0,27
12289,0,0,39
12290,0,0,70
12291,0,0,34
12292,1,1,26
12293,1,1,60
12294,0,0,29
12295,0,0,54
12296,1,1,48
12297,0,0,39
12298,1,1,24
12299,1,1,53
12300,0,0,43
12301,0,0,27
12302,0,0,31
12303,1,1,21
12304,1,1,66
12305,0,0,38
12306,1,1,55
12307,0,0,31
12308,0,0,31
12309,1,1,59
12310,0,0,22
12311,0,0,23
12312,1,1,25
12313,0,0,25
12314,0,0,43
12315,1,1,31
12316,0,0,28
12317,0,0,20
12318,1,1,54
12319,0,0,60
12320,0,0,26
12321,0,0,52
12322,0,0,35
12323,0,0,29
12324,1,1,28
12325,0,0,22
12326,0,0,31
12327,1,1,23
12328,1,1,18
12329,1,1,27
12330,0,0,39
12331,0,0,25
12332,0,0,59
12333,1,1,33
12334,0,0,25
12335,1,1,53
12336,0,0,38
12337,1,1,66
12338,0,0,55
12339,0,0,72
12340,1,1,25
12341,0,0,
12342,0,0,24
12343,1,1,31
12344,0,0,50
12345,0,0,32
12346,0,0,53
12347,0,0,29
12348,0,0,25
12349,1,1,24
12350,0,0,47
12351,1,1,21
12352,1,1,22
12353,0,0,53
12354,0,0,40
12355,1,1,21
12356,0,0,25
12357,0,0,30
12358,0,0,28
12359,0,0,24
12360,0,0,30
12361,1,1,25
12362,0,0,30
12363,1,1,24
12364,0,0,22
12365,0,0,34
12366,1,1,44
12367,0,0,26
12368,0,0,50
12369,1,1,54
12370,1,1,26
12371,0,0,25
12372,1,1,31
12373,1,1,22
12374,0,0,28
12375,0,0,31
12376,1,1,48
12377,1,1,51
12378,1,1,51
12379,1,1,21
12380,1,1,22
12381,1,1,29
12382,0,0,33
12383,0,0,21
12384,0,0,34
12385,1,1,63
12386,0,0,26
12387,0,0,20
12388,1,1,33
12389,0,0,33
12390,1,1,31
12391,0,0,33
12392,0,0,31
12393,1,1,27
12394,1,1,28
12395,1,1,47
12396,0,0,40
12397,1,1,28
12398,0,0,37
12399,0,0,26
12400,1,1,23
12401,0,0,24
12402,0,0,58
12403,1,1,22
12404,1,1,29
12405,0,0,47
12406,1,1,40
12407,1,1,27
12408,1,1,37
12409,1,1,27
12410,0,0,26
12411,1,1,47
12412,0,0,29
12413,0,0,48
12414,1,1,22
12415,0,0,44
12416,1,1,41
12417,1,1,36
12418,1,1,32
12419,1,1,29
12420,0,0,56
12421,0,0,29
12422,1,1,48
12423,1,1,67
12424,1,1,25
12425,0,0,23
12426,0,0,43
12427,1,1,54
12428,1,1,29
12429,1,1,32
12430,0,0,24
12431,1,1,47
12432,1,1,22
12433,0,0,49
12434,0,0,52
12435,0,0,31
12436,0,0,44
12437,1,1,66
12438,0,0,30
12439,0,0,24
12440,1,1,52
12441,1,1,66
12442,0,0,54
12443,0,0,22
12444,0,0,29
12445,1,1,24
12446,0,0,31
12447,0,0,57
12448,1,1,52
12449,1,1,47
12450,0,0,29
12451,1,1,59
12452,0,0,32
12453,1,1,23
12454,0,0,21
12455,0,0,24
12456,0,0,36
12457,0,0,29
12458,0,0,48
12459,0,0,25
12460,0,0,44
12461,0,0,53
12462,0,0,29
12463,0,0,26
12464,0,0,25
12465,1,1,44
12466,0,0,31
12467,1,1,19
12468,0,0,26
12469,0,0,49
12470,0,0,31
12471,0,0,57
12472,0,0,24
12473,1,1,28
12474,0,0,53
12475,0,0,50
12476,0,0,32
12477,0,0,25
12478,1,1,26
12479,0,0,35
12480,1,1,34
12481,1,1,27
12482,1,1,50
12483,0,0,28
12484,1,1,22
12485,0,0,22
12486,0,0,39
12487,1,1,26
12488,0,0,41
12489,1,1,29
12490,1,1,30
12491,1,1,21
12492,1,1,45
12493,1,1,27
12494,1,1,28
12495,0,0,50
12496,0,0,33
