article_id,prod_name,product_type,product_type_name,product_group_name,colour_group,colour_group_name,perceived_colour_value,perceived_colour_value_name,perceived_colour_master,perceived_colour_master_name,department,department_name,index,index_name,index_group,index_group_name,section,section_name,garment_group,garment_group_name
965,&DENIM+ Skinny Shaping HW,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim
966,Lazer Razer Padded Wire,298,Bikini top,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
967,Lazer Razer High Rise Hipster,59,Swimwear bottom,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
968,Samantha Strapless Balconette,306,Bra,Underwear,12,Light Beige,1,Dusty Light,11,Beige,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
969,Samantha Strapless Balconette,306,Bra,Underwear,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
970,Samantha Strapless Balconette,306,Bra,Underwear,10,White,3,Light,9,White,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
971,YATE hood,308,Hoodie,Garment Upper body,9,Black,4,Dark,5,Black,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
972,YATE hood,308,Hoodie,Garment Upper body,23,Dark Yellow,4,Dark,8,Yellow,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
973,YATE hood,308,Hoodie,Garment Upper body,93,Dark Green,4,Dark,19,Green,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
974,YATE hood,308,Hoodie,Garment Upper body,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
975,YATE hood,308,Hoodie,Garment Upper body,91,Light Green,3,Light,19,Green,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
976,YATE hood,308,Hoodie,Garment Upper body,10,White,3,Light,9,White,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
977,YATE hood,308,Hoodie,Garment Upper body,32,Orange,5,Bright,3,Orange,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
978,Mike tee,255,T-shirt,Garment Upper body,53,Dark Pink,4,Dark,4,Pink,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
979,Mike tee,255,T-shirt,Garment Upper body,8,Dark Grey,4,Dark,-1,Unknown,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy
980,Dolphin LS,252,Sweater,Garment Upper body,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear
981,OP T-shirt Milano,-1,Unknown,Unknown,12,Light Beige,1,Dusty Light,11,Beige,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
982,OP T-shirt Milano,-1,Unknown,Unknown,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
983,OP T-shirt Milano,-1,Unknown,Unknown,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
984,OP T-shirt Milano,-1,Unknown,Unknown,17,Yellowish Brown,4,Dark,13,Brown,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
985,OP T-shirt Milano,-1,Unknown,Unknown,17,Yellowish Brown,2,Medium Dusty,13,Brown,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
986,Charlotte Padded Soft Bra H&E,306,Bra,Underwear,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
987,Charlotte Padded Soft Bra H&E,306,Bra,Underwear,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
988,Charlotte Padded Soft Bra H&E,306,Bra,Underwear,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
989,Charlotte Unpadded Wire,306,Bra,Underwear,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
990,Charlotte Unpadded Wire,306,Bra,Underwear,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
991,Charlotte Unpadded Wire,306,Bra,Underwear,51,Light Pink,3,Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
992,Charlotte cut padding (1),306,Bra,Underwear,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
993,Charlotte cut padding (1),306,Bra,Underwear,31,Light Orange,1,Dusty Light,3,Orange,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
994,1pk boot sock,302,Socks,Socks & Tights,91,Light Green,1,Dusty Light,19,Green,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
995,Cornelia Bandeau LP,306,Bra,Underwear,42,Red,5,Bright,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
996,Kelly poncho,78,Other accessories,Accessories,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories
997,Kelly poncho,78,Other accessories,Accessories,7,Grey,1,Dusty Light,12,Grey,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories
998,Kelly poncho,78,Other accessories,Accessories,13,Beige,4,Dark,11,Beige,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories
999,ALLINGTON slim fit tee TVP,-1,Unknown,Unknown,10,White,3,Light,9,White,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear
1000,ALLINGTON slim fit tee TVP,-1,Unknown,Unknown,73,Dark Blue,4,Dark,2,Blue,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear
1001,MALAGA leggings 2PACK,273,Leggings/Tights,Garment Lower body,9,Black,4,Dark,5,Black,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic
1002,Stella RW skinny cropped CN,272,Trousers,Garment Lower body,11,Off White,1,Dusty Light,-1,Unknown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers
1003,Ellen 3p tanga thong LR,286,Underwear bottom,Underwear,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1004,Ellen 3p tanga thong LR,286,Underwear bottom,Underwear,6,Light Grey,1,Dusty Light,12,Grey,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1005,Cool Michelle earring,70,Earring,Accessories,61,Light Purple,3,Light,6,Lilac Purple,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories
1006,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1007,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1008,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1009,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1010,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1011,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,73,Dark Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1012,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,8,Dark Grey,4,Dark,12,Grey,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1013,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1014,Jade Denim HW trs,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1015,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,81,Light Turquoise,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1016,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1017,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1018,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1019,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,10,White,3,Light,9,White,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1020,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1021,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,6,Light Grey,3,Light,-1,Unknown,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1022,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
1023,1pk Embroidery,302,Socks,Socks & Tights,7,Grey,1,Dusty Light,12,Grey,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1024,1pk Embroidery,302,Socks,Socks & Tights,10,White,3,Light,9,White,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1025,1pk Embroidery,302,Socks,Socks & Tights,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1026,1pk Embroidery,302,Socks,Socks & Tights,10,White,3,Light,9,White,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1027,1pk Embroidery,302,Socks,Socks & Tights,10,White,3,Light,9,White,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1028,1pk Embroidery,302,Socks,Socks & Tights,10,White,3,Light,9,White,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1029,1pk Embroidery,302,Socks,Socks & Tights,7,Grey,1,Dusty Light,12,Grey,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1030,Jonas skirt,275,Skirt,Garment Lower body,51,Light Pink,1,Dusty Light,4,Pink,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts
1031,Wendy Bodycon Dress,265,Dress,Garment Full body,8,Dark Grey,4,Dark,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1032,CUBA  yoga HW tights conscious,273,Leggings/Tights,Garment Lower body,8,Dark Grey,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy
1033,Kalmia,265,Dress,Garment Full body,92,Green,2,Medium Dusty,19,Green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies
1034,Vivi boatneck,252,Sweater,Garment Upper body,11,Off White,3,Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear
1035,Vivi boatneck,252,Sweater,Garment Upper body,32,Orange,5,Bright,3,Orange,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear
1036,Vivi boatneck,252,Sweater,Garment Upper body,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear
1037,Khloe SP Seamless Andes,-1,Unknown,Unknown,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1038,Khloe SP Seamless Andes,-1,Unknown,Unknown,10,White,3,Light,9,White,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1039,Khloe SP Seamless Andes,-1,Unknown,Unknown,31,Light Orange,1,Dusty Light,3,Orange,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1040,Khloe SP Seamless Andes,-1,Unknown,Unknown,17,Yellowish Brown,2,Medium Dusty,13,Brown,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1041,Nikki Blazer,264,Blazer,Garment Upper body,6,Light Grey,1,Dusty Light,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1042,Nikki Blazer,264,Blazer,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1043,Nikki Blazer,264,Blazer,Garment Upper body,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1044,Nikki Blazer,264,Blazer,Garment Upper body,7,Grey,2,Medium Dusty,12,Grey,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1045,Nikki Blazer,264,Blazer,Garment Upper body,93,Dark Green,7,Medium,19,Green,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1046,Nikki Blazer,264,Blazer,Garment Upper body,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1047,Nikki Blazer,264,Blazer,Garment Upper body,33,Dark Orange,4,Dark,11,Beige,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed
1048,vermont fancy slacks (1),272,Trousers,Garment Lower body,6,Light Grey,1,Dusty Light,12,Grey,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers
1049,vermont fancy slacks (1),272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers
1050,vermont fancy slacks (1),272,Trousers,Garment Lower body,6,Light Grey,1,Dusty Light,12,Grey,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers
1051,vermont fancy slacks (1),272,Trousers,Garment Lower body,92,Green,1,Dusty Light,20,Khaki green,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers
1052,MINERAL CREW(1),252,Sweater,Garment Upper body,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy
1053,MINERAL CREW(1),252,Sweater,Garment Upper body,14,Dark Beige,2,Medium Dusty,13,Brown,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy
1054,MINERAL CREW(1),252,Sweater,Garment Upper body,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy
1055,+ Hampton Bottom,59,Swimwear bottom,Swimwear,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
1056,KICKI FELTHAT,509,Felt hat,Accessories,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories
1057,PAM CANVAS CAP,69,Cap/peaked,Accessories,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories
1058,Kennedy skinny stretch chinos,272,Trousers,Garment Lower body,7,Grey,2,Medium Dusty,12,Grey,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers
1059,Kennedy skinny stretch chinos,272,Trousers,Garment Lower body,13,Beige,2,Medium Dusty,11,Beige,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers
1060,Kennedy skinny stretch chinos,272,Trousers,Garment Lower body,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers
1061,Tess Tee.,255,T-shirt,Garment Upper body,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1062,Tess Tee.,255,T-shirt,Garment Upper body,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1063,Tess Tee.,255,T-shirt,Garment Upper body,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1064,Tess Tee.,255,T-shirt,Garment Upper body,52,Pink,2,Medium Dusty,4,Pink,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1065,Tess Tee.,255,T-shirt,Garment Upper body,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1066,Tess Tee.,255,T-shirt,Garment Upper body,13,Beige,2,Medium Dusty,11,Beige,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1067,Tess Tee.,255,T-shirt,Garment Upper body,8,Dark Grey,4,Dark,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1068,Tess Tee.,255,T-shirt,Garment Upper body,13,Beige,1,Dusty Light,1,Mole,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
1069,Adhesive Lacing Bra,306,Bra,Underwear,13,Beige,2,Medium Dusty,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
1070,Prima,253,Vest top,Garment Upper body,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses
1071,&DENIM+ Vintage Slim HW Ankle,272,Trousers,Garment Lower body,72,Blue,3,Light,2,Blue,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim
1072,&DENIM+ Vintage Slim HW Ankle,272,Trousers,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1774,OL Extended Sizes,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim
1073,New Girl Cheeky Tanga,59,Swimwear bottom,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
1074,Everlacing Love Highwaist,59,Swimwear bottom,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
1075,MOLLY OFF SHOULDER,258,Blouse,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses
1076,Manson sllim fit 2B blz,264,Blazer,Garment Upper body,9,Black,4,Dark,5,Black,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed
1077,Manson sllim fit 2B blz,264,Blazer,Garment Upper body,8,Dark Grey,4,Dark,12,Grey,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed
1078,Manson slim blz TVP,264,Blazer,Garment Upper body,73,Dark Blue,4,Dark,2,Blue,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed
1079,Knot aliceband,74,Hair/alice band,Accessories,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories
1080,Oz skinny fit 2B blz,264,Blazer,Garment Upper body,73,Dark Blue,4,Dark,2,Blue,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed
1081,Oz skinny fit 2B blz,264,Blazer,Garment Upper body,9,Black,4,Dark,5,Black,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed
1082,Scarf Scrunchie,78,Other accessories,Accessories,61,Light Purple,1,Dusty Light,6,Lilac Purple,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories
1083,Manson slim fit trs,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1084,Manson slim fit trs,272,Trousers,Garment Lower body,8,Dark Grey,4,Dark,12,Grey,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1085,Manson slim trs TVP J,272,Trousers,Garment Lower body,73,Dark Blue,4,Dark,2,Blue,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1086,Nick super skinny trs,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1087,Nick super skinny trs,-1,Unknown,Unknown,73,Dark Blue,4,Dark,2,Blue,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1088,Oz skinny fit trs,272,Trousers,Garment Lower body,73,Dark Blue,4,Dark,2,Blue,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1089,Oz skinny fit trs,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1090,Oz skinny fit trs,272,Trousers,Garment Lower body,6,Light Grey,1,Dusty Light,12,Grey,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers
1091,Tahiti shirt dress,265,Dress,Garment Full body,17,Yellowish Brown,2,Medium Dusty,13,Brown,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
1092,Palm dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
1093,Mom Fit Ultra HW,272,Trousers,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1094,Mom HW Ankle Consc,272,Trousers,Garment Lower body,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1095,Mom Fit Ultra HW,272,Trousers,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1096,Mom Fit Ultra HW,272,Trousers,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1097,Mom HW Ankle Consc,272,Trousers,Garment Lower body,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1098,Mom HW Ankle Consc,272,Trousers,Garment Lower body,6,Light Grey,1,Dusty Light,12,Grey,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1099,Mom Fit Ultra HW,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1100,Mom HW Ankle Consc,272,Trousers,Garment Lower body,73,Dark Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1101,Mom HW Ankle Consc,272,Trousers,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
1102,Melody dress,265,Dress,Garment Full body,61,Light Purple,1,Dusty Light,6,Lilac Purple,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
1103,Melody dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
1104,10 pk fancy,302,Socks,Socks & Tights,73,Dark Blue,4,Dark,2,Blue,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights
1105,Lenny peplum Jumper,252,Sweater,Garment Upper body,7,Grey,2,Medium Dusty,12,Grey,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy
1106,Lenny peplum Jumper,252,Sweater,Garment Upper body,10,White,3,Light,9,White,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy
1107,TRACEY LS TEE(1),252,Sweater,Garment Upper body,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy
1108,TRACEY LS TEE(1),255,T-shirt,Garment Upper body,11,Off White,1,Dusty Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy
1109,Lazer Razer Roundneck swimsuit,57,Swimsuit,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
